5;2015;1;373;5000.99;3888.88;0;0;0;S;0;0
6;2015;1;4306;0;0;0;0;0;S;0;0
7;2015;1;158;0;0;0;0;0;S;0;0
8;2015;1;279;0;0;0;0;0;S;0;0
9;2015;1;2;0;0;0;0;0;S;0;0
10;2015;1;226;0;0;0;0;0;S;0;0
11;2015;1;70;0;0;0;0;0;S;0;0
12;2015;1;1953;0;0;0;0;0;S;0;0
13;2015;1;280;0;0;0;0;0;S;0;0
14;2015;1;256;0;0;0;0;0;S;0;0
15;2015;1;156;0;0;0;0;0;S;0;0
16;2015;1;578;0;0;0;0;0;S;0;0
17;2015;1;189;0;0;0;0;0;S;0;0
19;2015;1;191;0;0;0;0;0;S;0;0
20;2015;1;14;0;0;0;0;0;S;0;0
21;2015;1;1140;0;0;0;0;0;S;0;0
22;2015;1;2193;0;0;0;0;0;S;0;0
23;2015;1;507;0;0;0;0;0;S;0;0
33;2015;1;2;0;0;0;0;0;S;0;0
34;2015;1;308;0;0;0;0;0;S;0;0
35;2015;1;4;0;0;0;0;0;S;0;0
36;2015;1;680;0;0;0;0;0;S;0;0
37;2015;1;142;0;0;0;0;0;S;0;0
38;2015;1;303;0;0;0;0;0;S;0;0
39;2015;1;146;0;0;0;0;0;S;0;0
40;2015;1;72;0;0;0;0;0;S;0;0
41;2015;1;1241;0;0;0;0;0;S;0;0
42;2015;1;49;0;0;0;0;0;S;0;0
43;2015;1;204;0;0;0;0;0;S;0;0
44;2015;1;195;0;0;0;0;0;S;0;0
45;2015;1;167;0;0;0;0;0;S;0;0
46;2015;1;205;0;0;0;0;0;S;0;0
47;2015;1;43;0;0;0;0;0;S;0;0
48;2015;1;4;0;0;0;0;0;S;0;0
49;2015;1;522;0;0;0;0;0;S;0;0
50;2015;1;71;0;0;0;0;0;S;0;0
51;2015;1;26;0;0;0;0;0;S;0;0
52;2015;1;429;0;0;0;0;0;S;0;0
53;2015;1;363;0;0;0;0;0;S;0;0
54;2015;1;206;0;0;0;0;0;S;0;0
55;2015;1;173;0;0;0;0;0;S;0;0
56;2015;1;209;0;0;0;0;0;S;0;0
57;2015;1;530;0;0;0;0;0;S;0;0
58;2015;1;62;0;0;0;0;0;S;0;0
59;2015;1;879;0;0;0;0;0;S;0;0
60;2015;1;269;0;0;0;0;0;S;0;0
61;2015;1;147;0;0;0;0;0;S;0;0
62;2015;1;462;0;0;0;0;0;S;0;0
63;2015;1;841;0;0;0;0;0;S;0;0
100;2015;1;1600;0;0;0;0;0;S;0;0
101;2015;1;101;0;0;0;0;0;S;0;0
104;2015;1;110;0;0;0;0;0;S;0;0
105;2015;1;135;0;0;0;0;0;S;0;0
106;2015;1;122;0;0;0;0;0;S;0;0
107;2015;1;4516;0;0;0;0;0;S;0;0
108;2015;1;1669;0;0;0;0;0;S;0;0
117;2015;1;106;0;0;0;0;0;S;0;0
118;2015;1;35;0;0;0;0;0;S;0;0
119;2015;1;46;0;0;0;0;0;S;0;0
120;2015;1;69;0;0;0;0;0;S;0;0
121;2015;1;72;0;0;0;0;0;S;0;0
127;2015;1;29;0;0;0;0;0;S;0;0
128;2015;1;175;0;0;0;0;0;S;0;0
129;2015;1;592;0;0;0;0;0;S;0;0
134;2015;1;3713;0;0;0;0;0;S;0;0
135;2015;1;910;0;0;0;0;0;S;0;0
136;2015;1;2232;0;0;0;0;0;S;0;0
137;2015;1;46;0;0;0;0;0;S;0;0
142;2015;1;2;0;0;0;0;0;S;0;0
143;2015;1;52;0;0;0;0;0;S;0;0
144;2015;1;432;0;0;0;0;0;S;0;0
145;2015;1;20;0;0;0;0;0;S;0;0
146;2015;1;8;0;0;0;0;0;S;0;0
147;2015;1;16;0;0;0;0;0;S;0;0
148;2015;1;15;0;0;0;0;0;S;0;0
149;2015;1;10;0;0;0;0;0;S;0;0
150;2015;1;2;0;0;0;0;0;S;0;0
153;2015;1;915;0;0;0;0;0;S;0;0
154;2015;1;366;0;0;0;0;0;S;0;0
155;2015;1;54;0;0;0;0;0;S;0;0
